PROVINCIA,EDADgrupo,SEXO,month_test,year_test,cases_p
CAYLLOMA,2,FEMENINO,5,2021,150
CAYLLOMA,2,FEMENINO,6,2020,13
CAYLLOMA,2,FEMENINO,6,2021,133
CAYLLOMA,2,FEMENINO,7,2020,52
CAYLLOMA,2,FEMENINO,7,2021,58
CAYLLOMA,2,FEMENINO,8,2020,117
CAYLLOMA,2,FEMENINO,8,2021,28
CAYLLOMA,2,FEMENINO,9,2020,61
CAYLLOMA,2,FEMENINO,9,2021,10
CAYLLOMA,2,FEMENINO,10,2020,11
CAYLLOMA,2,FEMENINO,10,2021,13
CAYLLOMA,2,FEMENINO,11,2020,8
CAYLLOMA,2,FEMENINO,11,2021,14
CAYLLOMA,2,FEMENINO,12,2020,14
CAYLLOMA,2,FEMENINO,12,2021,9
CAYLLOMA,2,MASCULINO,1,2021,33
CAYLLOMA,2,MASCULINO,2,2021,69
CAYLLOMA,2,MASCULINO,3,2021,76
CAYLLOMA,2,MASCULINO,4,2020,3
CAYLLOMA,2,MASCULINO,4,2021,79
CAYLLOMA,2,MASCULINO,5,2020,18
CAYLLOMA,2,MASCULINO,5,2021,138
CAYLLOMA,2,MASCULINO,6,2020,19
CAYLLOMA,2,MASCULINO,6,2021,144
CAYLLOMA,2,MASCULINO,7,2020,71
CAYLLOMA,2,MASCULINO,7,2021,67
CAYLLOMA,2,MASCULINO,8,2020,115
CAYLLOMA,2,MASCULINO,8,2021,19
CAYLLOMA,2,MASCULINO,9,2020,65
CAYLLOMA,2,MASCULINO,9,2021,5
CAYLLOMA,2,MASCULINO,10,2020,17
CAYLLOMA,2,MASCULINO,10,2021,10
CAYLLOMA,2,MASCULINO,11,2020,14
CAYLLOMA,2,MASCULINO,11,2021,15
CAYLLOMA,2,MASCULINO,12,2020,12
CAYLLOMA,2,MASCULINO,12,2021,11
CAYLLOMA,3,FEMENINO,1,2021,26
CAYLLOMA,3,FEMENINO,2,2021,47
CAYLLOMA,3,FEMENINO,3,2021,24
CAYLLOMA,3,FEMENINO,4,2021,44
CAYLLOMA,3,FEMENINO,5,2020,2
CAYLLOMA,3,FEMENINO,5,2021,95
CAYLLOMA,3,FEMENINO,6,2020,8
CAYLLOMA,3,FEMENINO,6,2021,70
CAYLLOMA,3,FEMENINO,7,2020,22
CAYLLOMA,3,FEMENINO,7,2021,21
CAYLLOMA,3,FEMENINO,8,2020,56
CAYLLOMA,3,FEMENINO,8,2021,5
CAYLLOMA,3,FEMENINO,9,2020,36
CAYLLOMA,3,FEMENINO,9,2021,1
CAYLLOMA,3,FEMENINO,10,2020,7
CAYLLOMA,3,FEMENINO,10,2021,2
CAYLLOMA,3,FEMENINO,11,2020,2
CAYLLOMA,3,FEMENINO,11,2021,4
CAYLLOMA,3,FEMENINO,12,2020,6
CAYLLOMA,3,FEMENINO,12,2021,6
CAYLLOMA,3,MASCULINO,1,2021,19
CAYLLOMA,3,MASCULINO,2,2021,37
CAYLLOMA,3,MASCULINO,3,2021,34
CAYLLOMA,3,MASCULINO,4,2020,1
CAYLLOMA,3,MASCULINO,4,2021,44
CAYLLOMA,3,MASCULINO,5,2020,3
CAYLLOMA,3,MASCULINO,5,2021,97
CAYLLOMA,3,MASCULINO,6,2020,11
CAYLLOMA,3,MASCULINO,6,2021,74
CAYLLOMA,3,MASCULINO,7,2020,28
CAYLLOMA,3,MASCULINO,7,2021,20
CAYLLOMA,3,MASCULINO,8,2020,76
CAYLLOMA,3,MASCULINO,8,2021,5
CAYLLOMA,3,MASCULINO,9,2020,38
CAYLLOMA,3,MASCULINO,9,2021,1
CAYLLOMA,3,MASCULINO,10,2020,17
CAYLLOMA,3,MASCULINO,11,2020,2
CAYLLOMA,3,MASCULINO,11,2021,6
CAYLLOMA,3,MASCULINO,12,2020,4
CAYLLOMA,3,MASCULINO,12,2021,8
CAÑETE,1,FEMENINO,1,2021,223
CAÑETE,1,FEMENINO,2,2021,276
CAÑETE,1,FEMENINO,3,2020,1
CAÑETE,1,FEMENINO,3,2021,101
CAÑETE,1,FEMENINO,4,2020,62
CAÑETE,1,FEMENINO,4,2021,84
CAÑETE,1,FEMENINO,5,2020,279
CAÑETE,1,FEMENINO,5,2021,88
CAÑETE,1,FEMENINO,6,2020,444
CAÑETE,1,FEMENINO,6,2021,19
CAÑETE,1,FEMENINO,7,2020,366
CAÑETE,1,FEMENINO,7,2021,5
CAÑETE,1,FEMENINO,8,2020,485
CAÑETE,1,FEMENINO,9,2020,232
CAÑETE,1,FEMENINO,10,2020,19
CAÑETE,1,FEMENINO,10,2021,2
CAÑETE,1,FEMENINO,11,2020,21
CAÑETE,1,FEMENINO,11,2021,16
CAÑETE,1,FEMENINO,12,2020,25
CAÑETE,1,FEMENINO,12,2021,48
CAÑETE,1,MASCULINO,1,2021,185
CAÑETE,1,MASCULINO,2,2021,266
CAÑETE,1,MASCULINO,3,2021,99
CAÑETE,1,MASCULINO,4,2020,95
CAÑETE,1,MASCULINO,4,2021,53
CAÑETE,1,MASCULINO,5,2020,401
CAÑETE,1,MASCULINO,5,2021,93
CAÑETE,1,MASCULINO,6,2020,438
CAÑETE,1,MASCULINO,6,2021,13
CAÑETE,1,MASCULINO,7,2020,346
CAÑETE,1,MASCULINO,7,2021,3
CAÑETE,1,MASCULINO,8,2020,371
CAÑETE,1,MASCULINO,8,2021,4
CAÑETE,1,MASCULINO,9,2020,200
CAÑETE,1,MASCULINO,9,2021,1
CAÑETE,1,MASCULINO,10,2020,16
CAÑETE,1,MASCULINO,10,2021,1
CAÑETE,1,MASCULINO,11,2020,17
CAÑETE,1,MASCULINO,11,2021,39
CAÑETE,1,MASCULINO,12,2020,25
CAÑETE,1,MASCULINO,12,2021,42
CAÑETE,2,FEMENINO,1,2021,118
CAÑETE,2,FEMENINO,2,2021,160
CAÑETE,2,FEMENINO,3,2021,55
CAÑETE,2,FEMENINO,4,2020,36
CAÑETE,2,FEMENINO,4,2021,37
CAÑETE,2,FEMENINO,5,2020,168
CAÑETE,2,FEMENINO,5,2021,66
CAÑETE,2,FEMENINO,6,2020,251
CAÑETE,2,FEMENINO,6,2021,10
CAÑETE,2,FEMENINO,7,2020,206
CAÑETE,2,FEMENINO,7,2021,4
CAÑETE,2,FEMENINO,8,2020,257
CAÑETE,2,FEMENINO,8,2021,2
CAÑETE,2,FEMENINO,9,2020,103
CAÑETE,2,FEMENINO,10,2020,10
CAÑETE,2,FEMENINO,11,2020,20
CAÑETE,2,FEMENINO,11,2021,13
CAÑETE,2,FEMENINO,12,2020,12
CAÑETE,2,FEMENINO,12,2021,29
CAÑETE,2,MASCULINO,1,2021,130
CAÑETE,2,MASCULINO,2,2021,179
CAÑETE,2,MASCULINO,3,2021,53
CAÑETE,2,MASCULINO,4,2020,92
CAÑETE,2,MASCULINO,4,2021,48
CAÑETE,2,MASCULINO,5,2020,261
CAÑETE,2,MASCULINO,5,2021,52
CAÑETE,2,MASCULINO,6,2020,316
CAÑETE,2,MASCULINO,6,2021,9
CAÑETE,2,MASCULINO,7,2020,244
CAÑETE,2,MASCULINO,8,2020,210
CAÑETE,2,MASCULINO,8,2021,2
CAÑETE,2,MASCULINO,9,2020,123
CAÑETE,2,MASCULINO,10,2020,8
CAÑETE,2,MASCULINO,11,2020,10
CAÑETE,2,MASCULINO,11,2021,16
CAÑETE,2,MASCULINO,12,2020,19
CAÑETE,2,MASCULINO,12,2021,19
CAÑETE,3,FEMENINO,1,2021,56
CAÑETE,3,FEMENINO,2,2021,76
CAÑETE,3,FEMENINO,3,2021,32
CAÑETE,3,FEMENINO,4,2020,15
CAÑETE,3,FEMENINO,4,2021,22
CAÑETE,3,FEMENINO,5,2020,80
CAÑETE,3,FEMENINO,5,2021,27
CAÑETE,3,FEMENINO,6,2020,131
CAÑETE,3,FEMENINO,6,2021,3
CAÑETE,3,FEMENINO,7,2020,89
CAÑETE,3,FEMENINO,7,2021,1
CAÑETE,3,FEMENINO,8,2020,101
CAÑETE,3,FEMENINO,9,2020,66
CAÑETE,3,FEMENINO,10,2020,12
CAÑETE,3,FEMENINO,11,2020,8
CAÑETE,3,FEMENINO,11,2021,6
CAÑETE,3,FEMENINO,12,2020,9
CAÑETE,3,FEMENINO,12,2021,6
CAÑETE,3,MASCULINO,1,2021,71
CAÑETE,3,MASCULINO,2,2021,65
CAÑETE,3,MASCULINO,3,2021,31
CAÑETE,3,MASCULINO,4,2020,34
CAÑETE,3,MASCULINO,4,2021,24
CAÑETE,3,MASCULINO,5,2020,120
CAÑETE,3,MASCULINO,5,2021,26
CAÑETE,3,MASCULINO,6,2020,187
CAÑETE,3,MASCULINO,6,2021,5
CAÑETE,3,MASCULINO,7,2020,102
CAÑETE,3,MASCULINO,8,2020,114
CAÑETE,3,MASCULINO,9,2020,60
CAÑETE,3,MASCULINO,10,2020,9
CAÑETE,3,MASCULINO,11,2020,9
CAÑETE,3,MASCULINO,11,2021,4
CAÑETE,3,MASCULINO,12,2020,8
CAÑETE,3,MASCULINO,12,2021,4
CELENDIN,1,FEMENINO,1,2021,44
CELENDIN,1,FEMENINO,2,2021,37
CELENDIN,1,FEMENINO,3,2021,76
CELENDIN,1,FEMENINO,4,2020,1
CELENDIN,1,FEMENINO,4,2021,90
CELENDIN,1,FEMENINO,5,2020,10
CELENDIN,1,FEMENINO,5,2021,43
CELENDIN,1,FEMENINO,6,2020,9
CELENDIN,1,FEMENINO,6,2021,10
CELENDIN,1,FEMENINO,7,2020,11
CELENDIN,1,FEMENINO,7,2021,12
CELENDIN,1,FEMENINO,8,2020,26
CELENDIN,1,FEMENINO,8,2021,6
CELENDIN,1,FEMENINO,9,2020,33
CELENDIN,1,FEMENINO,9,2021,1
CELENDIN,1,FEMENINO,10,2020,7
CELENDIN,1,FEMENINO,10,2021,3
CELENDIN,1,FEMENINO,11,2020,6
CELENDIN,1,FEMENINO,11,2021,7
CELENDIN,1,FEMENINO,12,2020,9
CELENDIN,1,FEMENINO,12,2021,3
CELENDIN,1,MASCULINO,1,2021,31
CELENDIN,1,MASCULINO,2,2021,45
CELENDIN,1,MASCULINO,3,2021,74
CELENDIN,1,MASCULINO,4,2020,3
CELENDIN,1,MASCULINO,4,2021,83
CELENDIN,1,MASCULINO,5,2020,12
CELENDIN,1,MASCULINO,5,2021,26
CELENDIN,1,MASCULINO,6,2020,10
CELENDIN,1,MASCULINO,6,2021,11
CELENDIN,1,MASCULINO,7,2020,15
CELENDIN,1,MASCULINO,7,2021,12
CELENDIN,1,MASCULINO,8,2020,27
CELENDIN,1,MASCULINO,8,2021,6
CELENDIN,1,MASCULINO,9,2020,31
CELENDIN,1,MASCULINO,9,2021,6
CELENDIN,1,MASCULINO,10,2020,10
CELENDIN,1,MASCULINO,10,2021,1
CELENDIN,1,MASCULINO,11,2020,2
CELENDIN,1,MASCULINO,11,2021,1
CELENDIN,1,MASCULINO,12,2020,7
CELENDIN,1,MASCULINO,12,2021,8
CELENDIN,2,FEMENINO,1,2021,30
CELENDIN,2,FEMENINO,2,2021,37
CELENDIN,2,FEMENINO,3,2021,44
CELENDIN,2,FEMENINO,4,2021,63
CELENDIN,2,FEMENINO,5,2020,3
CELENDIN,2,FEMENINO,5,2021,25
CELENDIN,2,FEMENINO,6,2020,3
CELENDIN,2,FEMENINO,6,2021,9
CELENDIN,2,FEMENINO,7,2020,16
CELENDIN,2,FEMENINO,7,2021,6
CELENDIN,2,FEMENINO,8,2020,13
CELENDIN,2,FEMENINO,9,2020,14
CELENDIN,2,FEMENINO,10,2021,1
CELENDIN,2,FEMENINO,11,2020,3
CELENDIN,2,FEMENINO,12,2020,4
CELENDIN,2,FEMENINO,12,2021,2
CELENDIN,2,MASCULINO,1,2021,30
CELENDIN,2,MASCULINO,2,2021,32
CELENDIN,2,MASCULINO,3,2021,35
CELENDIN,2,MASCULINO,4,2020,1
CELENDIN,2,MASCULINO,4,2021,51
CELENDIN,2,MASCULINO,5,2020,4
CELENDIN,2,MASCULINO,5,2021,25
CELENDIN,2,MASCULINO,6,2020,1
CELENDIN,2,MASCULINO,6,2021,7
CELENDIN,2,MASCULINO,7,2020,9
CELENDIN,2,MASCULINO,7,2021,6
CELENDIN,2,MASCULINO,8,2020,10
CELENDIN,2,MASCULINO,8,2021,4
CELENDIN,2,MASCULINO,9,2020,17
CELENDIN,2,MASCULINO,9,2021,1
CELENDIN,2,MASCULINO,10,2020,3
CELENDIN,2,MASCULINO,11,2020,6
CELENDIN,2,MASCULINO,11,2021,1
CELENDIN,2,MASCULINO,12,2020,7
CELENDIN,3,FEMENINO,1,2021,16
CELENDIN,3,FEMENINO,2,2021,17
CELENDIN,3,FEMENINO,3,2021,30
CELENDIN,3,FEMENINO,4,2021,45
CELENDIN,3,FEMENINO,5,2020,2
CELENDIN,3,FEMENINO,5,2021,15
CELENDIN,3,FEMENINO,6,2020,1
CELENDIN,3,FEMENINO,6,2021,1
CELENDIN,3,FEMENINO,7,2020,13
CELENDIN,3,FEMENINO,7,2021,1
CELENDIN,3,FEMENINO,8,2020,7
CELENDIN,3,FEMENINO,8,2021,2
CELENDIN,3,FEMENINO,9,2020,9
CELENDIN,3,FEMENINO,10,2020,1
CELENDIN,3,FEMENINO,11,2020,9
CELENDIN,3,FEMENINO,12,2020,2
CELENDIN,3,FEMENINO,12,2021,1
CELENDIN,3,MASCULINO,1,2021,16
CELENDIN,3,MASCULINO,2,2021,21
CELENDIN,3,MASCULINO,3,2021,23
CELENDIN,3,MASCULINO,4,2020,1
CELENDIN,3,MASCULINO,4,2021,45
CELENDIN,3,MASCULINO,5,2021,8
CELENDIN,3,MASCULINO,6,2020,2
CELENDIN,3,MASCULINO,6,2021,1
CELENDIN,3,MASCULINO,7,2020,7
CELENDIN,3,MASCULINO,7,2021,5
CELENDIN,3,MASCULINO,8,2020,3
CELENDIN,3,MASCULINO,8,2021,1
CELENDIN,3,MASCULINO,9,2020,10
CELENDIN,3,MASCULINO,9,2021,2
CELENDIN,3,MASCULINO,10,2020,3
CELENDIN,3,MASCULINO,10,2021,2
CELENDIN,3,MASCULINO,11,2020,5
CELENDIN,3,MASCULINO,12,2020,5
CHACHAPOYAS,1,FEMENINO,1,2021,156
CHACHAPOYAS,1,FEMENINO,2,2021,212
CHACHAPOYAS,1,FEMENINO,3,2021,307
CHACHAPOYAS,1,FEMENINO,4,2020,17
CHACHAPOYAS,1,FEMENINO,4,2021,322
CHACHAPOYAS,1,FEMENINO,5,2020,49
CHACHAPOYAS,1,FEMENINO,5,2021,159
CHACHAPOYAS,1,FEMENINO,6,2020,34
CHACHAPOYAS,1,FEMENINO,6,2021,95
CHACHAPOYAS,1,FEMENINO,7,2020,62
CHACHAPOYAS,1,FEMENINO,7,2021,33
CHACHAPOYAS,1,FEMENINO,8,2020,169
CHACHAPOYAS,1,FEMENINO,8,2021,48
CHACHAPOYAS,1,FEMENINO,9,2020,193
CHACHAPOYAS,1,FEMENINO,9,2021,23
CHACHAPOYAS,1,FEMENINO,10,2020,81
CHACHAPOYAS,1,FEMENINO,10,2021,13
CHACHAPOYAS,1,FEMENINO,11,2020,33
CHACHAPOYAS,1,FEMENINO,11,2021,18
CHACHAPOYAS,1,FEMENINO,12,2020,24
CHACHAPOYAS,1,FEMENINO,12,2021,50
CHACHAPOYAS,1,MASCULINO,1,2021,127
CHACHAPOYAS,1,MASCULINO,2,2021,189
CHACHAPOYAS,1,MASCULINO,3,2021,270
CHACHAPOYAS,1,MASCULINO,4,2020,13
CHACHAPOYAS,1,MASCULINO,4,2021,254
CHACHAPOYAS,1,MASCULINO,5,2020,43
CHACHAPOYAS,1,MASCULINO,5,2021,126
CHACHAPOYAS,1,MASCULINO,6,2020,48
CHACHAPOYAS,1,MASCULINO,6,2021,89
CHACHAPOYAS,1,MASCULINO,7,2020,55
CHACHAPOYAS,1,MASCULINO,7,2021,40
CHACHAPOYAS,1,MASCULINO,8,2020,116
CHACHAPOYAS,1,MASCULINO,8,2021,56
CHACHAPOYAS,1,MASCULINO,9,2020,123
CHACHAPOYAS,1,MASCULINO,9,2021,16
CHACHAPOYAS,1,MASCULINO,10,2020,135
CHACHAPOYAS,1,MASCULINO,10,2021,20
CHACHAPOYAS,1,MASCULINO,11,2020,37
CHACHAPOYAS,1,MASCULINO,11,2021,12
CHACHAPOYAS,1,MASCULINO,12,2020,18
CHACHAPOYAS,1,MASCULINO,12,2021,31
CHACHAPOYAS,2,FEMENINO,1,2021,87
CHACHAPOYAS,2,FEMENINO,2,2021,105
CHACHAPOYAS,2,FEMENINO,3,2021,175
CHACHAPOYAS,2,FEMENINO,4,2020,12
CHACHAPOYAS,2,FEMENINO,4,2021,143
CHACHAPOYAS,2,FEMENINO,5,2020,51
CHACHAPOYAS,2,FEMENINO,5,2021,70
CHACHAPOYAS,2,FEMENINO,6,2020,11
CHACHAPOYAS,2,FEMENINO,6,2021,37
CHACHAPOYAS,2,FEMENINO,7,2020,29
CHACHAPOYAS,2,FEMENINO,7,2021,17
CHACHAPOYAS,2,FEMENINO,8,2020,78
CHACHAPOYAS,2,FEMENINO,8,2021,21
CHACHAPOYAS,2,FEMENINO,9,2020,94
CHACHAPOYAS,2,FEMENINO,9,2021,6
CHACHAPOYAS,2,FEMENINO,10,2020,25
CHACHAPOYAS,2,FEMENINO,10,2021,2
CHACHAPOYAS,2,FEMENINO,11,2020,16
CHACHAPOYAS,2,FEMENINO,11,2021,7
CHACHAPOYAS,2,FEMENINO,12,2020,7
CHACHAPOYAS,2,FEMENINO,12,2021,31
CHACHAPOYAS,2,MASCULINO,1,2021,64
CHACHAPOYAS,2,MASCULINO,2,2021,93
CHACHAPOYAS,2,MASCULINO,3,2021,158
CHACHAPOYAS,2,MASCULINO,4,2020,14
CHACHAPOYAS,2,MASCULINO,4,2021,141
CHACHAPOYAS,2,MASCULINO,5,2020,32
CHACHAPOYAS,2,MASCULINO,5,2021,81
CHACHAPOYAS,2,MASCULINO,6,2020,16
CHACHAPOYAS,2,MASCULINO,6,2021,52
CHACHAPOYAS,2,MASCULINO,7,2020,23
CHACHAPOYAS,2,MASCULINO,7,2021,24
CHACHAPOYAS,2,MASCULINO,8,2020,65
CHACHAPOYAS,2,MASCULINO,8,2021,13
CHACHAPOYAS,2,MASCULINO,9,2020,110
CHACHAPOYAS,2,MASCULINO,9,2021,4
CHACHAPOYAS,2,MASCULINO,10,2020,60
CHACHAPOYAS,2,MASCULINO,10,2021,1
CHACHAPOYAS,2,MASCULINO,11,2020,19
CHACHAPOYAS,2,MASCULINO,11,2021,5
CHACHAPOYAS,2,MASCULINO,12,2020,14
CHACHAPOYAS,2,MASCULINO,12,2021,26
CHACHAPOYAS,3,FEMENINO,1,2021,49
CHACHAPOYAS,3,FEMENINO,2,2021,36
CHACHAPOYAS,3,FEMENINO,3,2021,66
CHACHAPOYAS,3,FEMENINO,4,2020,1
CHACHAPOYAS,3,FEMENINO,4,2021,90
CHACHAPOYAS,3,FEMENINO,5,2020,1
CHACHAPOYAS,3,FEMENINO,5,2021,36
CHACHAPOYAS,3,FEMENINO,6,2020,10
CHACHAPOYAS,3,FEMENINO,6,2021,22
CHACHAPOYAS,3,FEMENINO,7,2020,5
CHACHAPOYAS,3,FEMENINO,7,2021,10
CHACHAPOYAS,3,FEMENINO,8,2020,37
CHACHAPOYAS,3,FEMENINO,8,2021,8
CHACHAPOYAS,3,FEMENINO,9,2020,38
CHACHAPOYAS,3,FEMENINO,9,2021,2
CHACHAPOYAS,3,FEMENINO,10,2020,17
CHACHAPOYAS,3,FEMENINO,10,2021,1
CHACHAPOYAS,3,FEMENINO,11,2020,6
CHACHAPOYAS,3,FEMENINO,12,2020,1
CHACHAPOYAS,3,FEMENINO,12,2021,9
CHACHAPOYAS,3,MASCULINO,1,2021,36
CHACHAPOYAS,3,MASCULINO,2,2021,39
CHACHAPOYAS,3,MASCULINO,3,2021,62
CHACHAPOYAS,3,MASCULINO,4,2020,2
CHACHAPOYAS,3,MASCULINO,4,2021,72
CHACHAPOYAS,3,MASCULINO,5,2020,4
CHACHAPOYAS,3,MASCULINO,5,2021,36
CHACHAPOYAS,3,MASCULINO,6,2020,9
CHACHAPOYAS,3,MASCULINO,6,2021,22
CHACHAPOYAS,3,MASCULINO,7,2020,17
CHACHAPOYAS,3,MASCULINO,7,2021,1
CHACHAPOYAS,3,MASCULINO,8,2020,27
CHACHAPOYAS,3,MASCULINO,8,2021,4
CHACHAPOYAS,3,MASCULINO,9,2020,42
CHACHAPOYAS,3,MASCULINO,9,2021,3
CHACHAPOYAS,3,MASCULINO,10,2020,13
CHACHAPOYAS,3,MASCULINO,10,2021,3
CHACHAPOYAS,3,MASCULINO,11,2020,7
CHACHAPOYAS,3,MASCULINO,11,2021,3
CHACHAPOYAS,3,MASCULINO,12,2020,3
CHACHAPOYAS,3,MASCULINO,12,2021,8
CHANCHAMAYO,1,FEMENINO,1,2021,120
CHANCHAMAYO,1,FEMENINO,2,2021,285
CHANCHAMAYO,1,FEMENINO,3,2021,282
CHANCHAMAYO,1,FEMENINO,4,2020,13
CHANCHAMAYO,1,FEMENINO,4,2021,441
CHANCHAMAYO,1,FEMENINO,5,2020,67
CHANCHAMAYO,1,FEMENINO,5,2021,226
CHANCHAMAYO,1,FEMENINO,6,2020,87
CHANCHAMAYO,1,FEMENINO,6,2021,85
CHANCHAMAYO,1,FEMENINO,7,2020,136
CHANCHAMAYO,1,FEMENINO,7,2021,64
CHANCHAMAYO,1,FEMENINO,8,2020,205
CHANCHAMAYO,1,FEMENINO,8,2021,52
CHANCHAMAYO,1,FEMENINO,9,2020,156
CHANCHAMAYO,1,FEMENINO,9,2021,89
CHANCHAMAYO,1,FEMENINO,10,2020,160
CHANCHAMAYO,1,FEMENINO,10,2021,48
CHANCHAMAYO,1,FEMENINO,11,2020,136
CHANCHAMAYO,1,FEMENINO,11,2021,42
CHANCHAMAYO,1,FEMENINO,12,2020,176
CHANCHAMAYO,1,FEMENINO,12,2021,75
CHANCHAMAYO,1,MASCULINO,1,2021,110
CHANCHAMAYO,1,MASCULINO,2,2021,208
CHANCHAMAYO,1,MASCULINO,3,2021,221
CHANCHAMAYO,1,MASCULINO,4,2020,11
CHANCHAMAYO,1,MASCULINO,4,2021,380
CHANCHAMAYO,1,MASCULINO,5,2020,63
CHANCHAMAYO,1,MASCULINO,5,2021,204
CHANCHAMAYO,1,MASCULINO,6,2020,95
CHANCHAMAYO,1,MASCULINO,6,2021,77
CHANCHAMAYO,1,MASCULINO,7,2020,106
CHANCHAMAYO,1,MASCULINO,7,2021,36
CHANCHAMAYO,1,MASCULINO,8,2020,174
CHANCHAMAYO,1,MASCULINO,8,2021,58
CHANCHAMAYO,1,MASCULINO,9,2020,119
CHANCHAMAYO,1,MASCULINO,9,2021,84
CHANCHAMAYO,1,MASCULINO,10,2020,99
CHANCHAMAYO,1,MASCULINO,10,2021,59
CHANCHAMAYO,1,MASCULINO,11,2020,79
CHANCHAMAYO,1,MASCULINO,11,2021,38
CHANCHAMAYO,1,MASCULINO,12,2020,84
CHANCHAMAYO,1,MASCULINO,12,2021,52
CHANCHAMAYO,2,FEMENINO,1,2021,84
CHANCHAMAYO,2,FEMENINO,2,2021,192
CHANCHAMAYO,2,FEMENINO,3,2021,169
CHANCHAMAYO,2,FEMENINO,4,2020,3
CHANCHAMAYO,2,FEMENINO,4,2021,268
CHANCHAMAYO,2,FEMENINO,5,2020,35
CHANCHAMAYO,2,FEMENINO,5,2021,149
CHANCHAMAYO,2,FEMENINO,6,2020,63
CHANCHAMAYO,2,FEMENINO,6,2021,62
CHANCHAMAYO,2,FEMENINO,7,2020,94
CHANCHAMAYO,2,FEMENINO,7,2021,33
CHANCHAMAYO,2,FEMENINO,8,2020,147
CHANCHAMAYO,2,FEMENINO,8,2021,27
CHANCHAMAYO,2,FEMENINO,9,2020,97
CHANCHAMAYO,2,FEMENINO,9,2021,27
CHANCHAMAYO,2,FEMENINO,10,2020,75
CHANCHAMAYO,2,FEMENINO,10,2021,42
CHANCHAMAYO,2,FEMENINO,11,2020,64
CHANCHAMAYO,2,FEMENINO,11,2021,19
CHANCHAMAYO,2,FEMENINO,12,2020,78
CHANCHAMAYO,2,FEMENINO,12,2021,49
CHANCHAMAYO,2,MASCULINO,1,2021,124
CHANCHAMAYO,2,MASCULINO,2,2021,225
CHANCHAMAYO,2,MASCULINO,3,2021,183
CHANCHAMAYO,2,MASCULINO,4,2020,16
CHANCHAMAYO,2,MASCULINO,4,2021,266
CHANCHAMAYO,2,MASCULINO,5,2020,39
CHANCHAMAYO,2,MASCULINO,5,2021,178
CHANCHAMAYO,2,MASCULINO,6,2020,96
CHANCHAMAYO,2,MASCULINO,6,2021,64
CHANCHAMAYO,2,MASCULINO,7,2020,94
CHANCHAMAYO,2,MASCULINO,7,2021,51
CHANCHAMAYO,2,MASCULINO,8,2020,114
CHANCHAMAYO,2,MASCULINO,8,2021,20
CHANCHAMAYO,2,MASCULINO,9,2020,67
CHANCHAMAYO,2,MASCULINO,9,2021,39
CHANCHAMAYO,2,MASCULINO,10,2020,55
CHANCHAMAYO,2,MASCULINO,10,2021,28
CHANCHAMAYO,2,MASCULINO,11,2020,28
CHANCHAMAYO,2,MASCULINO,11,2021,31
CHANCHAMAYO,2,MASCULINO,12,2020,38
CHANCHAMAYO,2,MASCULINO,12,2021,59
CHANCHAMAYO,3,FEMENINO,1,2021,48
CHANCHAMAYO,3,FEMENINO,2,2021,96
CHANCHAMAYO,3,FEMENINO,3,2021,80
CHANCHAMAYO,3,FEMENINO,4,2021,114
CHANCHAMAYO,3,FEMENINO,5,2020,16
CHANCHAMAYO,3,FEMENINO,5,2021,88
CHANCHAMAYO,3,FEMENINO,6,2020,26
CHANCHAMAYO,3,FEMENINO,6,2021,19
CHANCHAMAYO,3,FEMENINO,7,2020,37
CHANCHAMAYO,3,FEMENINO,7,2021,9
CHANCHAMAYO,3,FEMENINO,8,2020,60
CHANCHAMAYO,3,FEMENINO,8,2021,6
CHANCHAMAYO,3,FEMENINO,9,2020,57
CHANCHAMAYO,3,FEMENINO,9,2021,10
CHANCHAMAYO,3,FEMENINO,10,2020,45
CHANCHAMAYO,3,FEMENINO,10,2021,8
CHANCHAMAYO,3,FEMENINO,11,2020,40
CHANCHAMAYO,3,FEMENINO,11,2021,8
CHANCHAMAYO,3,FEMENINO,12,2020,38
CHANCHAMAYO,3,FEMENINO,12,2021,13
CHANCHAMAYO,3,MASCULINO,1,2021,65
CHANCHAMAYO,3,MASCULINO,2,2021,133
CHANCHAMAYO,3,MASCULINO,3,2021,111
CHANCHAMAYO,3,MASCULINO,4,2020,9
CHANCHAMAYO,3,MASCULINO,4,2021,167
CHANCHAMAYO,3,MASCULINO,5,2020,36
CHANCHAMAYO,3,MASCULINO,5,2021,132
CHANCHAMAYO,3,MASCULINO,6,2020,50
CHANCHAMAYO,3,MASCULINO,6,2021,28
CHANCHAMAYO,3,MASCULINO,7,2020,79
CHANCHAMAYO,3,MASCULINO,7,2021,11
CHANCHAMAYO,3,MASCULINO,8,2020,94
CHANCHAMAYO,3,MASCULINO,8,2021,12
CHANCHAMAYO,3,MASCULINO,9,2020,45
CHANCHAMAYO,3,MASCULINO,9,2021,23
CHANCHAMAYO,3,MASCULINO,10,2020,41
CHANCHAMAYO,3,MASCULINO,10,2021,18
CHANCHAMAYO,3,MASCULINO,11,2020,26
CHANCHAMAYO,3,MASCULINO,11,2021,14
CHANCHAMAYO,3,MASCULINO,12,2020,37
CHANCHAMAYO,3,MASCULINO,12,2021,24
CHEPEN,1,FEMENINO,1,2021,13
CHEPEN,1,FEMENINO,2,2021,41
CHEPEN,1,FEMENINO,3,2021,71
CHEPEN,1,FEMENINO,4,2020,27
CHEPEN,1,FEMENINO,4,2021,94
CHEPEN,1,FEMENINO,5,2020,70
