PROVINCIA,EDADgrupo,SEXO,month_test,year_test,cases_p
ABANCAY,1,FEMENINO,1,2021,284
ABANCAY,1,FEMENINO,2,2021,209
ABANCAY,1,FEMENINO,3,2021,220
ABANCAY,1,FEMENINO,4,2020,28
ABANCAY,1,FEMENINO,4,2021,683
ABANCAY,1,FEMENINO,5,2020,16
ABANCAY,1,FEMENINO,5,2021,415
ABANCAY,1,FEMENINO,6,2020,32
ABANCAY,1,FEMENINO,6,2021,210
ABANCAY,1,FEMENINO,7,2020,60
ABANCAY,1,FEMENINO,7,2021,123
ABANCAY,1,FEMENINO,8,2020,318
ABANCAY,1,FEMENINO,8,2021,59
ABANCAY,1,FEMENINO,9,2020,337
ABANCAY,1,FEMENINO,9,2021,54
ABANCAY,1,FEMENINO,10,2020,184
ABANCAY,1,FEMENINO,10,2021,25
ABANCAY,1,FEMENINO,11,2020,108
ABANCAY,1,FEMENINO,11,2021,30
ABANCAY,1,FEMENINO,12,2020,151
ABANCAY,1,FEMENINO,12,2021,20
ABANCAY,1,MASCULINO,1,2021,250
ABANCAY,1,MASCULINO,2,2021,186
ABANCAY,1,MASCULINO,3,2021,238
ABANCAY,1,MASCULINO,4,2020,27
ABANCAY,1,MASCULINO,4,2021,653
ABANCAY,1,MASCULINO,5,2020,21
ABANCAY,1,MASCULINO,5,2021,323
ABANCAY,1,MASCULINO,6,2020,32
ABANCAY,1,MASCULINO,6,2021,205
ABANCAY,1,MASCULINO,7,2020,67
ABANCAY,1,MASCULINO,7,2021,106
ABANCAY,1,MASCULINO,8,2020,308
ABANCAY,1,MASCULINO,8,2021,50
ABANCAY,1,MASCULINO,9,2020,253
ABANCAY,1,MASCULINO,9,2021,53
ABANCAY,1,MASCULINO,10,2020,163
ABANCAY,1,MASCULINO,10,2021,26
ABANCAY,1,MASCULINO,11,2020,87
ABANCAY,1,MASCULINO,11,2021,25
ABANCAY,1,MASCULINO,12,2020,137
ABANCAY,1,MASCULINO,12,2021,11
ABANCAY,2,FEMENINO,1,2021,126
ABANCAY,2,FEMENINO,2,2021,128
ABANCAY,2,FEMENINO,3,2021,114
ABANCAY,2,FEMENINO,4,2020,26
ABANCAY,2,FEMENINO,4,2021,332
ABANCAY,2,FEMENINO,5,2020,12
ABANCAY,2,FEMENINO,5,2021,221
ABANCAY,2,FEMENINO,6,2020,25
ABANCAY,2,FEMENINO,6,2021,109
ABANCAY,2,FEMENINO,7,2020,40
ABANCAY,2,FEMENINO,7,2021,64
ABANCAY,2,FEMENINO,8,2020,175
ABANCAY,2,FEMENINO,8,2021,21
ABANCAY,2,FEMENINO,9,2020,204
ABANCAY,2,FEMENINO,9,2021,17
ABANCAY,2,FEMENINO,10,2020,69
ABANCAY,2,FEMENINO,10,2021,13
ABANCAY,2,FEMENINO,11,2020,33
ABANCAY,2,FEMENINO,11,2021,13
ABANCAY,2,FEMENINO,12,2020,107
ABANCAY,2,FEMENINO,12,2021,5
ABANCAY,2,MASCULINO,1,2021,161
ABANCAY,2,MASCULINO,2,2021,114
ABANCAY,2,MASCULINO,3,2021,111
ABANCAY,2,MASCULINO,4,2020,19
ABANCAY,2,MASCULINO,4,2021,333
ABANCAY,2,MASCULINO,5,2020,12
ABANCAY,2,MASCULINO,5,2021,223
ABANCAY,2,MASCULINO,6,2020,17
ABANCAY,2,MASCULINO,6,2021,128
ABANCAY,2,MASCULINO,7,2020,41
ABANCAY,2,MASCULINO,7,2021,64
ABANCAY,2,MASCULINO,8,2020,185
ABANCAY,2,MASCULINO,8,2021,28
ABANCAY,2,MASCULINO,9,2020,186
ABANCAY,2,MASCULINO,9,2021,12
ABANCAY,2,MASCULINO,10,2020,73
ABANCAY,2,MASCULINO,10,2021,11
ABANCAY,2,MASCULINO,11,2020,51
ABANCAY,2,MASCULINO,11,2021,12
ABANCAY,2,MASCULINO,12,2020,104
ABANCAY,2,MASCULINO,12,2021,4
ABANCAY,3,FEMENINO,1,2021,55
ABANCAY,3,FEMENINO,2,2021,40
ABANCAY,3,FEMENINO,3,2021,68
ABANCAY,3,FEMENINO,4,2020,3
ABANCAY,3,FEMENINO,4,2021,157
ABANCAY,3,FEMENINO,5,2020,7
ABANCAY,3,FEMENINO,5,2021,120
ABANCAY,3,FEMENINO,6,2020,14
ABANCAY,3,FEMENINO,6,2021,50
ABANCAY,3,FEMENINO,7,2020,13
ABANCAY,3,FEMENINO,7,2021,12
ABANCAY,3,FEMENINO,8,2020,63
ABANCAY,3,FEMENINO,8,2021,5
ABANCAY,3,FEMENINO,9,2020,60
ABANCAY,3,FEMENINO,9,2021,5
ABANCAY,3,FEMENINO,10,2020,44
ABANCAY,3,FEMENINO,10,2021,15
ABANCAY,3,FEMENINO,11,2020,30
ABANCAY,3,FEMENINO,11,2021,6
ABANCAY,3,FEMENINO,12,2020,38
ABANCAY,3,FEMENINO,12,2021,4
ABANCAY,3,MASCULINO,1,2021,84
ABANCAY,3,MASCULINO,2,2021,47
ABANCAY,3,MASCULINO,3,2021,62
ABANCAY,3,MASCULINO,4,2020,4
ABANCAY,3,MASCULINO,4,2021,147
ABANCAY,3,MASCULINO,5,2020,4
ABANCAY,3,MASCULINO,5,2021,102
ABANCAY,3,MASCULINO,6,2020,13
ABANCAY,3,MASCULINO,6,2021,40
ABANCAY,3,MASCULINO,7,2020,17
ABANCAY,3,MASCULINO,7,2021,21
ABANCAY,3,MASCULINO,8,2020,71
ABANCAY,3,MASCULINO,8,2021,11
ABANCAY,3,MASCULINO,9,2020,64
ABANCAY,3,MASCULINO,9,2021,4
ABANCAY,3,MASCULINO,10,2020,35
ABANCAY,3,MASCULINO,10,2021,7
ABANCAY,3,MASCULINO,11,2020,18
ABANCAY,3,MASCULINO,11,2021,11
ABANCAY,3,MASCULINO,12,2020,40
ABANCAY,3,MASCULINO,12,2021,3
ACOBAMBA,1,FEMENINO,1,2021,4
ACOBAMBA,1,FEMENINO,2,2021,13
ACOBAMBA,1,FEMENINO,3,2021,40
ACOBAMBA,1,FEMENINO,4,2020,15
ACOBAMBA,1,FEMENINO,4,2021,45
ACOBAMBA,1,FEMENINO,5,2020,28
ACOBAMBA,1,FEMENINO,5,2021,28
ACOBAMBA,1,FEMENINO,6,2020,29
ACOBAMBA,1,FEMENINO,6,2021,12
ACOBAMBA,1,FEMENINO,7,2020,26
ACOBAMBA,1,FEMENINO,7,2021,5
ACOBAMBA,1,FEMENINO,8,2020,73
ACOBAMBA,1,FEMENINO,8,2021,8
ACOBAMBA,1,FEMENINO,9,2020,40
ACOBAMBA,1,FEMENINO,9,2021,2
ACOBAMBA,1,FEMENINO,10,2020,22
ACOBAMBA,1,FEMENINO,10,2021,1
ACOBAMBA,1,FEMENINO,11,2020,7
ACOBAMBA,1,FEMENINO,11,2021,1
ACOBAMBA,1,FEMENINO,12,2020,6
ACOBAMBA,1,FEMENINO,12,2021,10
ACOBAMBA,1,MASCULINO,1,2021,3
ACOBAMBA,1,MASCULINO,2,2021,13
ACOBAMBA,1,MASCULINO,3,2021,45
ACOBAMBA,1,MASCULINO,4,2020,14
ACOBAMBA,1,MASCULINO,4,2021,39
ACOBAMBA,1,MASCULINO,5,2020,28
ACOBAMBA,1,MASCULINO,5,2021,24
ACOBAMBA,1,MASCULINO,6,2020,26
ACOBAMBA,1,MASCULINO,6,2021,5
ACOBAMBA,1,MASCULINO,7,2020,17
ACOBAMBA,1,MASCULINO,7,2021,3
ACOBAMBA,1,MASCULINO,8,2020,37
ACOBAMBA,1,MASCULINO,8,2021,8
ACOBAMBA,1,MASCULINO,9,2020,32
ACOBAMBA,1,MASCULINO,9,2021,4
ACOBAMBA,1,MASCULINO,10,2020,18
ACOBAMBA,1,MASCULINO,10,2021,2
ACOBAMBA,1,MASCULINO,11,2020,5
ACOBAMBA,1,MASCULINO,12,2020,1
ACOBAMBA,1,MASCULINO,12,2021,4
ACOBAMBA,2,FEMENINO,1,2021,5
ACOBAMBA,2,FEMENINO,2,2021,7
ACOBAMBA,2,FEMENINO,3,2021,25
ACOBAMBA,2,FEMENINO,4,2020,5
ACOBAMBA,2,FEMENINO,4,2021,37
ACOBAMBA,2,FEMENINO,5,2020,14
ACOBAMBA,2,FEMENINO,5,2021,14
ACOBAMBA,2,FEMENINO,6,2020,7
ACOBAMBA,2,FEMENINO,6,2021,4
ACOBAMBA,2,FEMENINO,7,2020,12
ACOBAMBA,2,FEMENINO,7,2021,2
ACOBAMBA,2,FEMENINO,8,2020,29
ACOBAMBA,2,FEMENINO,8,2021,1
ACOBAMBA,2,FEMENINO,9,2020,17
ACOBAMBA,2,FEMENINO,9,2021,2
ACOBAMBA,2,FEMENINO,10,2020,7
ACOBAMBA,2,FEMENINO,10,2021,1
ACOBAMBA,2,FEMENINO,11,2020,5
ACOBAMBA,2,FEMENINO,11,2021,3
ACOBAMBA,2,FEMENINO,12,2020,2
ACOBAMBA,2,FEMENINO,12,2021,3
ACOBAMBA,2,MASCULINO,1,2021,7
ACOBAMBA,2,MASCULINO,2,2021,8
ACOBAMBA,2,MASCULINO,3,2021,21
ACOBAMBA,2,MASCULINO,4,2020,3
ACOBAMBA,2,MASCULINO,4,2021,29
ACOBAMBA,2,MASCULINO,5,2020,11
ACOBAMBA,2,MASCULINO,5,2021,18
ACOBAMBA,2,MASCULINO,6,2020,7
ACOBAMBA,2,MASCULINO,6,2021,2
ACOBAMBA,2,MASCULINO,7,2020,7
ACOBAMBA,2,MASCULINO,7,2021,4
ACOBAMBA,2,MASCULINO,8,2020,20
ACOBAMBA,2,MASCULINO,9,2020,19
ACOBAMBA,2,MASCULINO,9,2021,1
ACOBAMBA,2,MASCULINO,10,2020,6
ACOBAMBA,2,MASCULINO,10,2021,1
ACOBAMBA,2,MASCULINO,11,2020,1
ACOBAMBA,2,MASCULINO,11,2021,1
ACOBAMBA,2,MASCULINO,12,2021,2
ACOBAMBA,3,FEMENINO,1,2021,1
ACOBAMBA,3,FEMENINO,2,2021,2
ACOBAMBA,3,FEMENINO,3,2021,15
ACOBAMBA,3,FEMENINO,4,2020,1
ACOBAMBA,3,FEMENINO,4,2021,29
ACOBAMBA,3,FEMENINO,5,2020,1
ACOBAMBA,3,FEMENINO,5,2021,3
ACOBAMBA,3,FEMENINO,6,2020,5
ACOBAMBA,3,FEMENINO,7,2020,1
ACOBAMBA,3,FEMENINO,8,2020,9
ACOBAMBA,3,FEMENINO,9,2020,3
ACOBAMBA,3,FEMENINO,10,2020,3
ACOBAMBA,3,FEMENINO,11,2020,2
ACOBAMBA,3,FEMENINO,11,2021,1
ACOBAMBA,3,FEMENINO,12,2021,8
ACOBAMBA,3,MASCULINO,1,2021,2
ACOBAMBA,3,MASCULINO,2,2021,5
ACOBAMBA,3,MASCULINO,3,2021,16
ACOBAMBA,3,MASCULINO,4,2020,4
ACOBAMBA,3,MASCULINO,4,2021,27
ACOBAMBA,3,MASCULINO,5,2020,2
ACOBAMBA,3,MASCULINO,5,2021,9
ACOBAMBA,3,MASCULINO,6,2020,2
ACOBAMBA,3,MASCULINO,6,2021,4
ACOBAMBA,3,MASCULINO,7,2020,5
ACOBAMBA,3,MASCULINO,7,2021,7
ACOBAMBA,3,MASCULINO,8,2020,10
ACOBAMBA,3,MASCULINO,8,2021,1
ACOBAMBA,3,MASCULINO,9,2020,7
ACOBAMBA,3,MASCULINO,10,2020,2
ACOBAMBA,3,MASCULINO,11,2021,1
ACOBAMBA,3,MASCULINO,12,2021,7
ACOMAYO,1,FEMENINO,1,2021,4
ACOMAYO,1,FEMENINO,2,2021,2
ACOMAYO,1,FEMENINO,3,2021,14
ACOMAYO,1,FEMENINO,4,2021,26
ACOMAYO,1,FEMENINO,5,2020,7
ACOMAYO,1,FEMENINO,5,2021,26
ACOMAYO,1,FEMENINO,6,2020,2
ACOMAYO,1,FEMENINO,6,2021,24
ACOMAYO,1,FEMENINO,7,2020,2
ACOMAYO,1,FEMENINO,7,2021,8
ACOMAYO,1,FEMENINO,8,2020,15
ACOMAYO,1,FEMENINO,8,2021,6
ACOMAYO,1,FEMENINO,9,2020,8
ACOMAYO,1,FEMENINO,9,2021,4
ACOMAYO,1,FEMENINO,10,2020,2
ACOMAYO,1,FEMENINO,11,2020,4
ACOMAYO,1,FEMENINO,11,2021,1
ACOMAYO,1,FEMENINO,12,2020,4
ACOMAYO,1,FEMENINO,12,2021,3
ACOMAYO,1,MASCULINO,2,2021,11
ACOMAYO,1,MASCULINO,3,2021,7
ACOMAYO,1,MASCULINO,4,2021,22
ACOMAYO,1,MASCULINO,5,2020,5
ACOMAYO,1,MASCULINO,5,2021,25
ACOMAYO,1,MASCULINO,6,2020,3
ACOMAYO,1,MASCULINO,6,2021,23
ACOMAYO,1,MASCULINO,7,2021,8
ACOMAYO,1,MASCULINO,8,2020,11
ACOMAYO,1,MASCULINO,8,2021,7
ACOMAYO,1,MASCULINO,9,2020,18
ACOMAYO,1,MASCULINO,9,2021,4
ACOMAYO,1,MASCULINO,10,2021,1
ACOMAYO,1,MASCULINO,11,2020,2
ACOMAYO,1,MASCULINO,11,2021,1
ACOMAYO,1,MASCULINO,12,2021,1
ACOMAYO,2,FEMENINO,1,2021,2
ACOMAYO,2,FEMENINO,2,2021,9
ACOMAYO,2,FEMENINO,3,2021,4
ACOMAYO,2,FEMENINO,4,2021,33
ACOMAYO,2,FEMENINO,5,2020,1
ACOMAYO,2,FEMENINO,5,2021,12
ACOMAYO,2,FEMENINO,6,2021,17
ACOMAYO,2,FEMENINO,7,2021,7
ACOMAYO,2,FEMENINO,8,2020,3
ACOMAYO,2,FEMENINO,8,2021,3
ACOMAYO,2,FEMENINO,9,2020,5
ACOMAYO,2,FEMENINO,9,2021,1
ACOMAYO,2,FEMENINO,10,2020,1
ACOMAYO,2,MASCULINO,1,2021,2
ACOMAYO,2,MASCULINO,2,2021,10
ACOMAYO,2,MASCULINO,3,2021,10
ACOMAYO,2,MASCULINO,4,2021,23
ACOMAYO,2,MASCULINO,5,2021,16
ACOMAYO,2,MASCULINO,6,2020,4
ACOMAYO,2,MASCULINO,6,2021,10
ACOMAYO,2,MASCULINO,7,2020,1
ACOMAYO,2,MASCULINO,7,2021,7
ACOMAYO,2,MASCULINO,8,2020,6
ACOMAYO,2,MASCULINO,8,2021,5
ACOMAYO,2,MASCULINO,9,2020,12
ACOMAYO,2,MASCULINO,10,2020,3
ACOMAYO,2,MASCULINO,11,2021,1
ACOMAYO,2,MASCULINO,12,2021,1
ACOMAYO,3,FEMENINO,1,2021,3
ACOMAYO,3,FEMENINO,2,2021,3
ACOMAYO,3,FEMENINO,3,2021,3
ACOMAYO,3,FEMENINO,4,2021,11
ACOMAYO,3,FEMENINO,5,2020,1
ACOMAYO,3,FEMENINO,5,2021,9
ACOMAYO,3,FEMENINO,6,2020,1
ACOMAYO,3,FEMENINO,6,2021,10
ACOMAYO,3,FEMENINO,7,2021,2
ACOMAYO,3,FEMENINO,8,2020,1
ACOMAYO,3,FEMENINO,9,2020,7
ACOMAYO,3,FEMENINO,9,2021,1
ACOMAYO,3,FEMENINO,10,2020,2
ACOMAYO,3,FEMENINO,11,2021,2
ACOMAYO,3,MASCULINO,1,2021,3
ACOMAYO,3,MASCULINO,2,2021,7
ACOMAYO,3,MASCULINO,3,2021,5
ACOMAYO,3,MASCULINO,4,2021,11
ACOMAYO,3,MASCULINO,5,2021,13
ACOMAYO,3,MASCULINO,6,2021,11
ACOMAYO,3,MASCULINO,8,2020,8
ACOMAYO,3,MASCULINO,9,2020,2
AIJA,1,FEMENINO,1,2021,1
AIJA,1,FEMENINO,2,2021,6
AIJA,1,FEMENINO,3,2021,9
AIJA,1,FEMENINO,4,2021,10
AIJA,1,FEMENINO,5,2020,1
AIJA,1,FEMENINO,5,2021,5
AIJA,1,FEMENINO,6,2021,2
AIJA,1,FEMENINO,7,2020,2
AIJA,1,FEMENINO,7,2021,10
AIJA,1,FEMENINO,8,2020,4
AIJA,1,FEMENINO,8,2021,2
AIJA,1,FEMENINO,9,2020,7
AIJA,1,FEMENINO,9,2021,2
AIJA,1,FEMENINO,10,2021,1
AIJA,1,FEMENINO,11,2021,1
AIJA,1,MASCULINO,1,2021,2
AIJA,1,MASCULINO,2,2021,10
AIJA,1,MASCULINO,3,2021,11
AIJA,1,MASCULINO,4,2021,17
AIJA,1,MASCULINO,5,2020,1
AIJA,1,MASCULINO,5,2021,2
AIJA,1,MASCULINO,6,2020,1
AIJA,1,MASCULINO,6,2021,3
AIJA,1,MASCULINO,7,2020,3
AIJA,1,MASCULINO,7,2021,9
AIJA,1,MASCULINO,8,2020,17
AIJA,1,MASCULINO,8,2021,1
AIJA,1,MASCULINO,9,2020,6
AIJA,1,MASCULINO,9,2021,3
AIJA,1,MASCULINO,10,2020,2
AIJA,1,MASCULINO,10,2021,2
AIJA,1,MASCULINO,11,2020,1
AIJA,2,FEMENINO,1,2021,1
AIJA,2,FEMENINO,2,2021,3
AIJA,2,FEMENINO,3,2021,8
AIJA,2,FEMENINO,4,2021,12
AIJA,2,FEMENINO,5,2020,3
AIJA,2,FEMENINO,5,2021,3
AIJA,2,FEMENINO,7,2020,1
AIJA,2,FEMENINO,7,2021,3
AIJA,2,FEMENINO,8,2020,4
AIJA,2,FEMENINO,8,2021,1
AIJA,2,FEMENINO,9,2020,2
AIJA,2,FEMENINO,9,2021,1
AIJA,2,FEMENINO,10,2020,2
AIJA,2,FEMENINO,12,2021,1
AIJA,2,MASCULINO,2,2021,7
AIJA,2,MASCULINO,3,2021,7
AIJA,2,MASCULINO,4,2021,16
AIJA,2,MASCULINO,5,2021,4
AIJA,2,MASCULINO,7,2021,4
AIJA,2,MASCULINO,8,2020,9
AIJA,2,MASCULINO,9,2020,4
AIJA,2,MASCULINO,9,2021,1
AIJA,2,MASCULINO,11,2021,1
AIJA,3,FEMENINO,1,2021,2
AIJA,3,FEMENINO,2,2021,7
AIJA,3,FEMENINO,3,2021,11
AIJA,3,FEMENINO,4,2021,6
AIJA,3,FEMENINO,5,2021,1
AIJA,3,FEMENINO,7,2020,1
AIJA,3,FEMENINO,7,2021,4
AIJA,3,FEMENINO,8,2020,2
AIJA,3,FEMENINO,8,2021,1
AIJA,3,FEMENINO,10,2020,1
AIJA,3,FEMENINO,12,2020,1
AIJA,3,MASCULINO,1,2021,1
AIJA,3,MASCULINO,2,2021,8
AIJA,3,MASCULINO,3,2021,9
AIJA,3,MASCULINO,4,2021,6
AIJA,3,MASCULINO,5,2021,4
AIJA,3,MASCULINO,6,2021,1
AIJA,3,MASCULINO,7,2020,1
AIJA,3,MASCULINO,7,2021,2
AIJA,3,MASCULINO,8,2020,2
AIJA,3,MASCULINO,9,2020,1
AIJA,3,MASCULINO,9,2021,1
AIJA,3,MASCULINO,11,2021,3
ALTO AMAZONAS,1,FEMENINO,1,2021,23
ALTO AMAZONAS,1,FEMENINO,2,2021,72
ALTO AMAZONAS,1,FEMENINO,3,2021,295
ALTO AMAZONAS,1,FEMENINO,4,2020,4
ALTO AMAZONAS,1,FEMENINO,4,2021,205
ALTO AMAZONAS,1,FEMENINO,5,2020,173
ALTO AMAZONAS,1,FEMENINO,5,2021,48
ALTO AMAZONAS,1,FEMENINO,6,2020,100
ALTO AMAZONAS,1,FEMENINO,6,2021,15
ALTO AMAZONAS,1,FEMENINO,7,2020,105
ALTO AMAZONAS,1,FEMENINO,7,2021,24
ALTO AMAZONAS,1,FEMENINO,8,2020,102
ALTO AMAZONAS,1,FEMENINO,8,2021,10
ALTO AMAZONAS,1,FEMENINO,9,2020,63
ALTO AMAZONAS,1,FEMENINO,9,2021,7
ALTO AMAZONAS,1,FEMENINO,10,2020,54
ALTO AMAZONAS,1,FEMENINO,10,2021,5
ALTO AMAZONAS,1,FEMENINO,11,2020,44
ALTO AMAZONAS,1,FEMENINO,11,2021,11
ALTO AMAZONAS,1,FEMENINO,12,2020,17
ALTO AMAZONAS,1,FEMENINO,12,2021,6
ALTO AMAZONAS,1,MASCULINO,1,2021,30
ALTO AMAZONAS,1,MASCULINO,2,2021,58
ALTO AMAZONAS,1,MASCULINO,3,2021,290
ALTO AMAZONAS,1,MASCULINO,4,2020,5
ALTO AMAZONAS,1,MASCULINO,4,2021,154
ALTO AMAZONAS,1,MASCULINO,5,2020,210
ALTO AMAZONAS,1,MASCULINO,5,2021,38
ALTO AMAZONAS,1,MASCULINO,6,2020,123
ALTO AMAZONAS,1,MASCULINO,6,2021,9
ALTO AMAZONAS,1,MASCULINO,7,2020,155
ALTO AMAZONAS,1,MASCULINO,7,2021,18
ALTO AMAZONAS,1,MASCULINO,8,2020,105
ALTO AMAZONAS,1,MASCULINO,8,2021,17
ALTO AMAZONAS,1,MASCULINO,9,2020,79
ALTO AMAZONAS,1,MASCULINO,9,2021,1
ALTO AMAZONAS,1,MASCULINO,10,2020,45
ALTO AMAZONAS,1,MASCULINO,10,2021,4
ALTO AMAZONAS,1,MASCULINO,11,2020,27
ALTO AMAZONAS,1,MASCULINO,11,2021,19
ALTO AMAZONAS,1,MASCULINO,12,2020,12
ALTO AMAZONAS,1,MASCULINO,12,2021,4
ALTO AMAZONAS,2,FEMENINO,1,2021,9
ALTO AMAZONAS,2,FEMENINO,2,2021,51
ALTO AMAZONAS,2,FEMENINO,3,2021,203
ALTO AMAZONAS,2,FEMENINO,4,2020,3
ALTO AMAZONAS,2,FEMENINO,4,2021,102
ALTO AMAZONAS,2,FEMENINO,5,2020,102
ALTO AMAZONAS,2,FEMENINO,5,2021,41
ALTO AMAZONAS,2,FEMENINO,6,2020,48
ALTO AMAZONAS,2,FEMENINO,6,2021,7
ALTO AMAZONAS,2,FEMENINO,7,2020,57
ALTO AMAZONAS,2,FEMENINO,7,2021,11
ALTO AMAZONAS,2,FEMENINO,8,2020,38
ALTO AMAZONAS,2,FEMENINO,8,2021,6
ALTO AMAZONAS,2,FEMENINO,9,2020,24
ALTO AMAZONAS,2,FEMENINO,9,2021,3
ALTO AMAZONAS,2,FEMENINO,10,2020,13
ALTO AMAZONAS,2,FEMENINO,10,2021,3
ALTO AMAZONAS,2,FEMENINO,11,2020,6
ALTO AMAZONAS,2,FEMENINO,11,2021,5
ALTO AMAZONAS,2,FEMENINO,12,2020,3
ALTO AMAZONAS,2,FEMENINO,12,2021,2
ALTO AMAZONAS,2,MASCULINO,1,2021,17
ALTO AMAZONAS,2,MASCULINO,2,2021,48
ALTO AMAZONAS,2,MASCULINO,3,2021,223
ALTO AMAZONAS,2,MASCULINO,4,2020,9
ALTO AMAZONAS,2,MASCULINO,4,2021,115
ALTO AMAZONAS,2,MASCULINO,5,2020,132
ALTO AMAZONAS,2,MASCULINO,5,2021,27
ALTO AMAZONAS,2,MASCULINO,6,2020,51
ALTO AMAZONAS,2,MASCULINO,6,2021,11
ALTO AMAZONAS,2,MASCULINO,7,2020,125
ALTO AMAZONAS,2,MASCULINO,7,2021,9
ALTO AMAZONAS,2,MASCULINO,8,2020,61
ALTO AMAZONAS,2,MASCULINO,8,2021,7
ALTO AMAZONAS,2,MASCULINO,9,2020,36
ALTO AMAZONAS,2,MASCULINO,9,2021,2
ALTO AMAZONAS,2,MASCULINO,10,2020,19
ALTO AMAZONAS,2,MASCULINO,10,2021,1
ALTO AMAZONAS,2,MASCULINO,11,2020,25
ALTO AMAZONAS,2,MASCULINO,11,2021,1
ALTO AMAZONAS,2,MASCULINO,12,2020,2
ALTO AMAZONAS,2,MASCULINO,12,2021,2
ALTO AMAZONAS,3,FEMENINO,1,2021,4
ALTO AMAZONAS,3,FEMENINO,2,2021,23
ALTO AMAZONAS,3,FEMENINO,3,2021,104
ALTO AMAZONAS,3,FEMENINO,4,2020,2
ALTO AMAZONAS,3,FEMENINO,4,2021,48
ALTO AMAZONAS,3,FEMENINO,5,2020,49
ALTO AMAZONAS,3,FEMENINO,5,2021,16
ALTO AMAZONAS,3,FEMENINO,6,2020,14
ALTO AMAZONAS,3,FEMENINO,6,2021,5
ALTO AMAZONAS,3,FEMENINO,7,2020,22
ALTO AMAZONAS,3,FEMENINO,7,2021,1
ALTO AMAZONAS,3,FEMENINO,8,2020,19
ALTO AMAZONAS,3,FEMENINO,8,2021,2
ALTO AMAZONAS,3,FEMENINO,9,2020,4
ALTO AMAZONAS,3,FEMENINO,9,2021,1
ALTO AMAZONAS,3,FEMENINO,10,2020,10
ALTO AMAZONAS,3,FEMENINO,11,2020,6
ALTO AMAZONAS,3,FEMENINO,11,2021,2
ALTO AMAZONAS,3,FEMENINO,12,2020,1
ALTO AMAZONAS,3,MASCULINO,1,2021,9
ALTO AMAZONAS,3,MASCULINO,2,2021,13
ALTO AMAZONAS,3,MASCULINO,3,2021,98
ALTO AMAZONAS,3,MASCULINO,4,2021,49
ALTO AMAZONAS,3,MASCULINO,5,2020,43
ALTO AMAZONAS,3,MASCULINO,5,2021,16
ALTO AMAZONAS,3,MASCULINO,6,2020,13
ALTO AMAZONAS,3,MASCULINO,6,2021,6
ALTO AMAZONAS,3,MASCULINO,7,2020,45
ALTO AMAZONAS,3,MASCULINO,7,2021,1
ALTO AMAZONAS,3,MASCULINO,8,2020,13
ALTO AMAZONAS,3,MASCULINO,8,2021,7
ALTO AMAZONAS,3,MASCULINO,9,2020,8
ALTO AMAZONAS,3,MASCULINO,10,2020,8
ALTO AMAZONAS,3,MASCULINO,10,2021,1
ALTO AMAZONAS,3,MASCULINO,11,2020,2
ALTO AMAZONAS,3,MASCULINO,11,2021,7
ALTO AMAZONAS,3,MASCULINO,12,2020,1
ALTO AMAZONAS,3,MASCULINO,12,2021,1
AMBO,1,FEMENINO,1,2021,49
AMBO,1,FEMENINO,2,2021,22
AMBO,1,FEMENINO,3,2021,23
AMBO,1,FEMENINO,4,2020,2
AMBO,1,FEMENINO,4,2021,55
AMBO,1,FEMENINO,5,2020,3
AMBO,1,FEMENINO,5,2021,59
AMBO,1,FEMENINO,6,2020,7
AMBO,1,FEMENINO,6,2021,29
AMBO,1,FEMENINO,7,2020,34
AMBO,1,FEMENINO,7,2021,20
AMBO,1,FEMENINO,8,2020,54
AMBO,1,FEMENINO,8,2021,8
AMBO,1,FEMENINO,9,2020,15
AMBO,1,FEMENINO,9,2021,12
AMBO,1,FEMENINO,10,2020,2
AMBO,1,FEMENINO,10,2021,6
AMBO,1,FEMENINO,11,2020,12
AMBO,1,FEMENINO,11,2021,5
AMBO,1,FEMENINO,12,2020,37
AMBO,1,FEMENINO,12,2021,7
AMBO,1,MASCULINO,1,2021,25
AMBO,1,MASCULINO,2,2021,15
AMBO,1,MASCULINO,3,2021,13
AMBO,1,MASCULINO,4,2020,1
AMBO,1,MASCULINO,4,2021,32
AMBO,1,MASCULINO,5,2020,7
AMBO,1,MASCULINO,5,2021,25
AMBO,1,MASCULINO,6,2020,6
AMBO,1,MASCULINO,6,2021,27
AMBO,1,MASCULINO,7,2020,24
AMBO,1,MASCULINO,7,2021,16
AMBO,1,MASCULINO,8,2020,45
AMBO,1,MASCULINO,8,2021,4
AMBO,1,MASCULINO,9,2020,9
AMBO,1,MASCULINO,9,2021,7
AMBO,1,MASCULINO,10,2020,5
AMBO,1,MASCULINO,10,2021,7
AMBO,1,MASCULINO,11,2020,9
AMBO,1,MASCULINO,11,2021,5
AMBO,1,MASCULINO,12,2020,25
AMBO,1,MASCULINO,12,2021,5
AMBO,2,FEMENINO,1,2021,22
AMBO,2,FEMENINO,2,2021,10
AMBO,2,FEMENINO,3,2021,7
AMBO,2,FEMENINO,4,2021,31
AMBO,2,FEMENINO,5,2020,2
AMBO,2,FEMENINO,5,2021,44
AMBO,2,FEMENINO,6,2020,2
AMBO,2,FEMENINO,6,2021,20
AMBO,2,FEMENINO,7,2020,25
AMBO,2,FEMENINO,7,2021,13
AMBO,2,FEMENINO,8,2020,41
AMBO,2,FEMENINO,8,2021,8
